file,read,parse,total
0,0.070184,0.003566,0.073828
1,0.079109,0.004398,0.083592
2,0.075644,0.003604,0.079316
3,0.074920,0.004471,0.079478
4,0.084364,0.003417,0.087850
5,0.071883,0.003574,0.075524
6,0.074986,0.004156,0.079225
7,0.080245,0.003479,0.083799
8,0.079264,0.003468,0.082801
9,0.065904,0.003535,0.069506
10,0.073590,0.003510,0.077169
11,0.075071,0.004428,0.079611
12,0.058136,0.004480,0.062719
13,0.083053,0.003600,0.086810
14,0.074811,0.003444,0.078322
15,0.072783,0.003471,0.076326
16,0.078407,0.003464,0.081941
17,0.062410,0.003799,0.066293
18,0.077424,0.003941,0.081462
19,0.074535,0.004299,0.078917
20,0.066110,0.004271,0.070461
21,0.078941,0.003652,0.082659
22,0.069943,0.004526,0.074556
23,0.083840,0.003466,0.087376
24,0.081634,0.003477,0.085176
25,0.079769,0.004723,0.084592
26,0.080783,0.003624,0.084483
27,0.067857,0.003621,0.071555
28,0.076072,0.003531,0.079671
29,0.083979,0.003449,0.087492
30,0.064549,0.003672,0.068314
31,0.067914,0.004410,0.072415
32,0.080873,0.003456,0.084396
33,0.078565,0.004270,0.082915
34,0.079463,0.004151,0.083692
35,0.063256,0.004146,0.067481
36,0.077717,0.003746,0.081540
37,0.074705,0.003485,0.078256
38,0.074690,0.003485,0.078241
39,0.084104,0.003461,0.087634
40,0.080045,0.003436,0.083547
41,0.080994,0.004147,0.085240
42,0.071943,0.003852,0.075879
43,0.071965,0.003490,0.075527
44,0.073423,0.003441,0.076931
45,0.077997,0.004428,0.082504
46,0.077021,0.003457,0.080545
47,0.074294,0.003848,0.078213
48,0.078524,0.003466,0.082054
49,0.080588,0.004397,0.085063
50,0.081233,0.003664,0.084976
51,0.074720,0.003877,0.078678
52,0.062586,0.004077,0.066751
53,0.090484,0.004994,0.095596
54,0.088782,0.003665,0.092546
55,0.081716,0.003706,0.085549
56,0.083323,0.003461,0.086851
57,0.080194,0.004167,0.084457
58,0.082487,0.003141,0.085704
59,0.083784,0.003777,0.087650
60,0.083709,0.004357,0.088171
61,0.078371,0.004337,0.082798
62,0.071191,0.004877,0.076160
63,0.088605,0.003646,0.092346
64,0.096302,0.003687,0.100082
65,0.089104,0.003545,0.092725
66,0.100177,0.003789,0.104110
67,0.079841,0.003798,0.083725
68,0.088893,0.003568,0.092538
