file,read,parse,total
0,0.101997,0.004729,0.106824
1,0.084629,0.005137,0.089865
2,0.100139,0.004453,0.104677
3,0.096163,0.004899,0.101172
4,0.116978,0.004793,0.121871
5,0.119947,0.004471,0.124512
6,0.119824,0.004622,0.124532
7,0.114339,0.005296,0.119735
8,0.126121,0.004714,0.130939
9,0.107892,0.005610,0.113606
10,0.103957,0.005150,0.109211
11,0.099013,0.004985,0.104094
12,0.101432,0.004941,0.106473
13,0.095623,0.004733,0.100447
14,0.110012,0.005495,0.115610
15,0.124307,0.004778,0.129171
16,0.102871,0.004682,0.107642
17,0.112998,0.004906,0.117993
18,0.108970,0.004777,0.113839
19,0.121726,0.004526,0.126343
20,0.108846,0.004876,0.113851
21,0.113897,0.005999,0.120047
22,0.107303,0.004951,0.112346
23,0.122878,0.004569,0.127541
24,0.121007,0.005788,0.126899
25,0.093015,0.004616,0.097719
26,0.125317,0.004705,0.130112
27,0.088471,0.004561,0.093118
28,0.109714,0.004497,0.114296
29,0.103645,0.004637,0.108368
30,0.123109,0.004618,0.127812
31,0.116394,0.005704,0.122201
32,0.110563,0.005451,0.116101
33,0.099272,0.005182,0.104563
34,0.118061,0.004738,0.122887
35,0.116497,0.005576,0.122183
36,0.091544,0.004845,0.096489
37,0.123770,0.005450,0.129321
38,0.117748,0.004266,0.122103
39,0.102307,0.004437,0.106837
40,0.117835,0.004748,0.122675
41,0.103976,0.005262,0.109337
42,0.103660,0.004606,0.108359
43,0.119215,0.004576,0.123879
44,0.089771,0.004917,0.094786
45,0.091257,0.004653,0.096021
46,0.108963,0.004730,0.113794
47,0.105940,0.004734,0.110775
48,0.113659,0.004628,0.118366
49,0.083634,0.004608,0.088325
