file,read,parse,total
0,0.072853,0.004940,0.077889
1,0.100202,0.004887,0.105168
2,0.083763,0.004712,0.088555
3,0.094072,0.004988,0.099147
4,0.073586,0.004561,0.078227
5,0.071886,0.004727,0.076695
6,0.074439,0.005004,0.079535
7,0.109179,0.004802,0.114062
8,0.104864,0.004866,0.109813
9,0.115481,0.005245,0.120825
10,0.113416,0.004718,0.118218
11,0.098817,0.004616,0.103513
12,0.074680,0.004655,0.079416
13,0.091695,0.004740,0.096515
14,0.088615,0.004717,0.093459
15,0.082482,0.004956,0.087537
16,0.096096,0.004784,0.100982
17,0.098463,0.005643,0.104236
18,0.114658,0.005300,0.120057
19,0.109171,0.005913,0.115216
