file,read,parse,total
0,0.068886,0.011920,0.080901
1,0.458694,0.014986,0.473772
2,0.477147,0.029217,0.506498
3,0.102210,0.011437,0.113723
4,0.468062,0.012524,0.480679
5,0.108394,0.011754,0.120223
6,0.418266,0.012267,0.430616
7,0.109084,0.011947,0.121116
8,0.464409,0.024175,0.488698
9,0.106639,0.012865,0.119593
10,0.107384,0.012263,0.119731
11,0.100187,0.012040,0.112531
12,0.409814,0.011938,0.421835
13,0.448480,0.031091,0.479665
14,0.108556,0.012836,0.121476
15,0.068057,0.012970,0.081111
16,0.104254,0.012820,0.117159
17,0.455565,0.013871,0.469546
18,0.454587,0.013043,0.467726
19,0.106655,0.024724,0.131464
20,0.110331,0.012437,0.122856
21,0.100366,0.012982,0.113436
22,0.103675,0.012001,0.115760
23,0.103011,0.012446,0.115546
24,0.419786,0.027050,0.446939
25,0.106836,0.012783,0.119708
26,0.105349,0.017115,0.122870
27,0.101255,0.012202,0.113533
28,0.441570,0.015594,0.457249
29,0.467746,0.012576,0.480438
30,0.107114,0.026084,0.133288
31,0.123461,0.013632,0.137201
32,0.105085,0.012221,0.117397
33,0.469899,0.012603,0.482750
34,0.065530,0.014071,0.079692
35,0.108814,0.012026,0.120946
36,0.522379,0.043451,0.566155
37,0.160407,0.033663,0.194503
38,0.198886,0.014274,0.213312
39,0.078075,0.014966,0.093153
40,0.101716,0.012911,0.114719
41,0.474669,0.028984,0.503775
42,0.117012,0.015328,0.132426
43,0.127198,0.015225,0.142531
44,0.473612,0.013509,0.487210
45,0.120482,0.012693,0.133256
46,0.466924,0.027269,0.494282
47,0.114595,0.012480,0.127183
48,0.450802,0.013463,0.464370
49,0.128926,0.016023,0.145089
50,0.152219,0.028665,0.181008
51,0.143713,0.017982,0.161791
52,0.126885,0.045398,0.172426
53,0.159812,0.024573,0.185039
54,0.138533,0.012661,0.151305
55,0.112693,0.018308,0.131087
56,0.111734,0.011488,0.123298
57,0.073646,0.022229,0.095967
58,0.081401,0.013158,0.094636
59,0.074611,0.014410,0.089291
60,0.082911,0.013380,0.096394
61,0.466005,0.013094,0.479200
62,0.098686,0.015474,0.114271
63,0.107628,0.028224,0.135943
64,0.107740,0.011795,0.119613
65,0.417632,0.018300,0.436020
66,0.115079,0.029419,0.144674
67,0.526634,0.020100,0.546974
68,0.162129,0.067824,0.230084
69,0.145989,0.014921,0.161008
70,0.475538,0.014566,0.490294
71,0.114886,0.012817,0.127789
72,0.472299,0.012425,0.484990
73,0.112013,0.012441,0.124534
74,0.110075,0.025060,0.135220
75,0.102769,0.012836,0.115693
76,0.461727,0.012386,0.474212
77,0.112703,0.012318,0.125119
78,0.108999,0.014310,0.123435
79,0.141528,0.036059,0.177736
80,0.113532,0.014053,0.127674
81,0.479075,0.014067,0.493237
82,0.101498,0.013712,0.115321
83,0.467084,0.011572,0.478736
84,0.113607,0.012429,0.126123
85,0.113985,0.022846,0.136935
86,0.109766,0.012133,0.122015
87,0.125571,0.012693,0.138342
88,0.428650,0.018869,0.447701
89,0.117459,0.029107,0.146714
90,0.118378,0.028454,0.146927
91,0.128268,0.018444,0.146863
92,0.471214,0.013955,0.485261
93,0.102281,0.015593,0.117978
94,0.499565,0.034526,0.534342
95,0.514959,0.021770,0.537170
96,0.145442,0.032678,0.178495
97,0.114878,0.012753,0.127721
98,0.104799,0.013646,0.118525
99,0.124067,0.015184,0.139346
100,0.117743,0.012819,0.130666
101,0.486530,0.031661,0.518301
102,0.118315,0.024933,0.143346
103,0.114224,0.012193,0.126515
104,0.109104,0.012645,0.121845
105,0.108505,0.013651,0.122252
106,0.107927,0.014452,0.122489
107,0.107038,0.013435,0.120565
108,0.461531,0.013182,0.474818
109,0.144060,0.015702,0.159893
110,0.486087,0.031569,0.517964
111,0.170578,0.051556,0.222628
112,0.126693,0.026096,0.152956
113,0.116984,0.015507,0.132579
114,0.488275,0.015313,0.503734
115,0.102152,0.014594,0.116900
116,0.110598,0.012791,0.123513
117,0.111201,0.013737,0.125052
118,0.477545,0.025419,0.503064
119,0.090813,0.013774,0.104681
120,0.458460,0.020129,0.478706
121,0.120301,0.012433,0.132827
122,0.107849,0.012984,0.120917
123,0.113674,0.023948,0.137712
124,0.108869,0.014371,0.123362
125,0.125225,0.013764,0.139089
126,0.116872,0.012380,0.129334
127,0.107101,0.013392,0.120592
128,0.115256,0.012444,0.127792
129,0.468463,0.026287,0.494849
130,0.107309,0.012198,0.119584
131,0.456929,0.016859,0.473880
132,0.106900,0.011721,0.118734
133,0.110341,0.012284,0.122720
134,0.107853,0.024264,0.132205
135,0.106306,0.011851,0.118233
136,0.106355,0.011839,0.118281
137,0.073182,0.012594,0.085872
138,0.101552,0.012239,0.113872
139,0.058931,0.013761,0.072783
140,0.464509,0.026140,0.490755
141,0.106107,0.011805,0.117992
142,0.109270,0.012056,0.121420
143,0.102785,0.015592,0.118481
144,0.476021,0.013611,0.489750
145,0.468975,0.027652,0.496758
146,0.108829,0.013412,0.122344
147,0.470968,0.014144,0.485241
148,0.077144,0.015997,0.093304
149,0.112306,0.014420,0.126873
150,0.479141,0.012215,0.491442
151,0.109927,0.045541,0.155594
152,0.112105,0.013934,0.126132
153,0.078628,0.015187,0.093929
154,0.077986,0.012097,0.090167
155,0.462696,0.014881,0.477786
156,0.121210,0.042713,0.164058
157,0.080061,0.022263,0.102509
158,0.117113,0.012861,0.130070
159,0.110532,0.014598,0.125273
160,0.480828,0.015484,0.496424
161,0.104742,0.012512,0.117339
162,0.109859,0.025542,0.135502
163,0.444133,0.014267,0.458497
164,0.115361,0.013627,0.129073
165,0.114911,0.015474,0.130481
166,0.107315,0.014435,0.121894
167,0.468419,0.047737,0.516273
168,0.115974,0.015592,0.131665
169,0.503493,0.012295,0.515873
170,0.414476,0.014225,0.428806
171,0.109555,0.014418,0.124085
172,0.464066,0.013313,0.477600
173,0.106023,0.023063,0.129168
174,0.502904,0.012893,0.515890
175,0.464571,0.012604,0.477281
176,0.106317,0.012092,0.118544
177,0.104157,0.012091,0.116329
178,0.105570,0.012204,0.117880
179,0.110973,0.013550,0.124604
180,0.105709,0.012308,0.118125
181,0.101806,0.011838,0.113722
182,0.110472,0.014417,0.124998
183,0.431313,0.020398,0.451818
