file,read,parse,total
0,0.098673,0.006333,0.105142
1,0.101666,0.005659,0.107433
2,0.107374,0.005911,0.113387
3,0.116617,0.005966,0.122671
4,0.093986,0.006358,0.100440
5,0.099545,0.007114,0.106756
6,0.080985,0.005810,0.086902
7,0.089815,0.005648,0.095573
8,0.099203,0.006170,0.105466
9,0.083403,0.006295,0.089800
