file,read,parse,total
0,1.043613,0.024606,1.068499
1,0.258456,0.024735,0.283418
2,0.211286,0.024775,0.236329
3,0.260561,0.026213,0.287302
4,0.237760,0.025281,0.263271
5,0.193621,0.025078,0.218948
6,0.222843,0.025678,0.248749
7,0.247366,0.026189,0.273795
8,0.241342,0.025758,0.267328
9,0.204358,0.027977,0.232633
10,0.667943,0.027245,0.695423
11,0.123098,0.026288,0.149632
12,0.239805,0.025579,0.265723
13,0.243858,0.032700,0.276800
14,0.216614,0.024901,0.241775
15,0.666926,0.026614,0.693841
16,0.253813,0.025866,0.279921
17,0.246175,0.025842,0.272288
18,0.250619,0.024550,0.275495
19,0.637500,0.027125,0.664941
20,0.805986,0.025865,0.832090
21,0.807344,0.025468,0.833049
22,0.274307,0.025438,0.299979
23,1.125906,0.026260,1.152480
24,0.692073,0.025010,0.717320
25,0.597623,0.027151,0.625026
26,0.777271,0.026419,0.803926
27,0.482739,0.027780,0.510746
28,0.438090,0.025986,0.464363
29,0.717402,0.028305,0.745941
30,0.130660,0.031463,0.162374
31,0.316480,0.024634,0.341336
32,0.375773,0.024753,0.400747
33,0.694412,0.026270,0.720899
34,0.644265,0.025239,0.669734
35,0.855579,0.025773,0.881611
36,0.446876,0.028104,0.475260
37,0.379054,0.026684,0.405985
38,0.340655,0.025713,0.366597
39,0.432256,0.025900,0.458386
40,0.871368,0.027176,0.898786
41,0.777875,0.025782,0.803890
42,0.832026,0.029938,0.862305
43,0.791473,0.025325,0.817035
44,0.751601,0.029603,0.781529
45,0.614413,0.027379,0.642103
46,0.262943,0.034567,0.297745
47,0.223099,0.025483,0.248862
48,0.239908,0.025585,0.265930
49,0.676534,0.026348,0.703197
50,0.268133,0.030751,0.299173
51,0.271620,0.025535,0.297432
52,0.415016,0.030569,0.445960
53,1.421969,0.026120,1.448525
54,0.527519,0.026650,0.554426
55,0.458194,0.029042,0.487600
56,0.540732,0.036193,0.577348
57,0.111953,0.026985,0.139194
58,0.491225,0.026904,0.518389
59,0.783068,0.026174,0.809476
60,0.279191,0.026330,0.305758
61,0.461693,0.026046,0.487970
62,0.543733,0.026378,0.570409
63,0.484289,0.030408,0.514993
64,0.093909,0.024967,0.119202
65,0.464555,0.023953,0.488739
66,0.576780,0.024935,0.601962
67,0.509016,0.025058,0.534418
68,0.451639,0.025269,0.477133
69,0.811945,0.025201,0.837409
70,0.523747,0.027815,0.551817
71,0.547084,0.029092,0.576431
72,0.535576,0.026476,0.562289
73,0.543027,0.026919,0.570193
74,0.841845,0.025512,0.867594
75,0.523986,0.026821,0.551055
76,0.585365,0.026279,0.611878
77,0.436983,0.025751,0.462969
78,0.928711,0.026723,0.955666
79,1.172891,0.032011,1.205294
80,0.461812,0.024705,0.486821
81,0.490881,0.025501,0.516622
82,0.119410,0.024529,0.144158
83,0.460339,0.025497,0.486054
84,0.567871,0.026364,0.594497
85,0.280013,0.027614,0.307902
86,0.994420,0.025451,1.020142
87,0.816530,0.026601,0.843372
88,0.562141,0.026198,0.588567
89,0.843588,0.026006,0.869819
90,0.522587,0.026529,0.549375
91,0.995432,0.026219,1.021897
92,0.627941,0.029315,0.657581
93,0.437203,0.026070,0.463535
94,0.463227,0.028316,0.491804
95,0.489613,0.026893,0.516767
96,1.187164,0.031811,1.219207
97,0.525573,0.024340,0.550140
98,0.568190,0.024830,0.593252
99,0.572932,0.025638,0.598811
100,0.484227,0.024697,0.509160
101,0.454047,0.027886,0.482257
102,1.253269,0.026030,1.279536
103,0.946717,0.027764,0.974765
104,0.495497,0.025534,0.521300
105,0.536993,0.029033,0.566290
106,0.133735,0.027431,0.161423
107,0.507400,0.026092,0.533749
108,0.720025,0.026256,0.746537
109,0.923554,0.030161,0.954018
110,0.540502,0.027997,0.568763
111,0.493294,0.027505,0.521056
112,0.689156,0.034381,0.723854
113,0.518666,0.032003,0.550988
114,0.533007,0.024988,0.558244
115,0.648917,0.024234,0.673386
116,0.695254,0.028582,0.724197
117,0.489930,0.025456,0.515629
118,0.805836,0.027980,0.834055
119,0.463177,0.026293,0.489712
120,0.608350,0.025079,0.633742
121,0.914071,0.026267,0.940576
122,0.417560,0.026540,0.444342
123,0.262913,0.026351,0.289505
124,0.239332,0.026932,0.266498
125,0.565522,0.026922,0.592688
126,0.236896,0.029880,0.267075
127,0.217668,0.026406,0.244317
128,0.239872,0.027103,0.267210
129,0.542846,0.030516,0.573597
130,0.604752,0.024645,0.629644
131,0.553606,0.023740,0.577587
132,0.221594,0.028771,0.250722
133,0.543965,0.024853,0.569044
134,0.242168,0.026944,0.269339
135,0.104688,0.025820,0.130787
136,0.259162,0.027467,0.286904
137,0.546464,0.025387,0.572075
138,0.931565,0.024972,0.956813
139,0.254402,0.027072,0.281709
140,0.600833,0.026284,0.627375
141,0.224918,0.027365,0.252544
142,0.248592,0.026281,0.275128
143,0.968926,0.026945,0.996129
144,0.248627,0.027050,0.275942
145,0.231451,0.031956,0.263662
146,0.220617,0.024994,0.245966
147,0.626756,0.024355,0.651390
148,0.249370,0.024947,0.274533
149,0.241055,0.025308,0.266593
150,0.255385,0.025401,0.281075
151,0.647235,0.026697,0.674155
152,0.112441,0.026116,0.138782
153,0.605154,0.026743,0.632135
154,0.236482,0.027954,0.264678
155,0.652410,0.026525,0.679175
156,0.241531,0.026570,0.268343
157,0.597685,0.028732,0.626670
158,0.230558,0.026322,0.257122
159,0.244345,0.027179,0.271792
160,0.239046,0.028242,0.267573
161,0.220797,0.028445,0.249489
162,0.591023,0.038207,0.629581
163,0.858264,0.025016,0.883726
164,0.900639,0.026076,0.926985
165,0.646956,0.024492,0.671695
166,0.599577,0.026171,0.626016
167,0.246463,0.026582,0.273312
168,0.584647,0.026799,0.611705
169,0.200729,0.027518,0.228515
170,0.544306,0.027997,0.572560
171,0.569434,0.032957,0.602694
172,0.573752,0.026069,0.600053
173,0.551837,0.025353,0.577431
174,0.606941,0.026804,0.633990
175,0.958971,0.029303,0.988776
176,0.229930,0.027845,0.258019
177,0.234274,0.029362,0.263938
178,0.945788,0.036135,0.982210
179,0.238073,0.029849,0.268375
180,0.562658,0.025798,0.588736
181,0.617736,0.027322,0.645345
182,0.896252,0.028628,0.925160
183,0.918907,0.029993,0.949180
184,0.119265,0.029730,0.149475
185,0.267432,0.033026,0.300864
186,0.251902,0.029452,0.281641
187,0.239418,0.027220,0.266916
188,0.270923,0.031364,0.302617
189,0.248834,0.048029,0.297235
190,0.588467,0.026703,0.615441
191,0.261268,0.028214,0.289766
192,0.263736,0.030442,0.294464
193,0.936910,0.026869,0.964071
194,0.492392,0.030871,0.523577
195,0.631694,0.040988,0.673107
196,0.251414,0.026253,0.277938
197,0.255851,0.026880,0.283010
198,0.274034,0.028737,0.303101
199,0.672342,0.024926,0.697506
200,0.263377,0.029369,0.293030
201,0.571811,0.029211,0.601317
202,0.882061,0.025611,0.907902
203,0.264580,0.026310,0.291132
204,0.954990,0.025177,0.980415
205,0.227582,0.026734,0.254574
206,0.643142,0.027583,0.670981
207,0.245848,0.026261,0.272352
208,0.187230,0.028281,0.215777
209,0.890456,0.027028,0.917801
210,0.246623,0.027039,0.273943
211,0.616832,0.034064,0.651139
