file,read,parse,total
0,0.923877,0.034845,0.959055
1,0.252053,0.025615,0.277903
2,1.000934,0.024870,1.026017
3,0.935798,0.025016,0.961192
4,0.539498,0.025183,0.564888
5,0.537427,0.026664,0.564327
6,0.932665,0.025475,0.958353
7,0.230685,0.025913,0.256810
8,0.596957,0.025941,0.623110
9,0.590373,0.029402,0.620029
10,0.206105,0.027954,0.234287
11,0.598169,0.026810,0.625197
12,0.608503,0.028589,0.637306
13,0.199775,0.026638,0.226654
14,0.589220,0.025951,0.615380
15,0.962273,0.028253,0.990761
16,0.232039,0.032480,0.264741
17,0.202114,0.029067,0.231419
18,0.251705,0.033482,0.285494
19,0.619846,0.030544,0.650698
