file,read,parse,total
0,0.083218,0.003669,0.086980
1,0.078961,0.004318,0.083356
2,0.079802,0.003220,0.083100
3,0.074254,0.002898,0.077219
4,0.102366,0.003722,0.106171
5,0.087881,0.003591,0.091564
6,0.083527,0.003080,0.086702
7,0.084605,0.002942,0.087610
8,0.090132,0.003186,0.093403
9,0.093268,0.002894,0.096227
10,0.085921,0.003239,0.089227
11,0.093534,0.003736,0.097350
12,0.098667,0.003107,0.101847
13,0.089333,0.003273,0.092695
14,0.104009,0.002937,0.107015
15,0.098232,0.002940,0.101235
16,0.085777,0.003027,0.088868
17,0.071134,0.003784,0.074997
18,0.072109,0.002903,0.075075
19,0.070828,0.002886,0.073785
20,0.072017,0.003039,0.075120
21,0.084627,0.003078,0.087771
22,0.081821,0.003671,0.085572
23,0.074012,0.003231,0.077324
24,0.097038,0.002982,0.100086
25,0.079280,0.003019,0.082361
26,0.078211,0.002943,0.081220
27,0.078119,0.003178,0.081363
28,0.077335,0.003160,0.080568
29,0.063714,0.002947,0.066725
30,0.084533,0.003029,0.087625
31,0.081883,0.003002,0.084947
32,0.081781,0.002957,0.084802
33,0.091948,0.002974,0.094987
34,0.069917,0.003106,0.073089
35,0.077819,0.003119,0.081009
36,0.088807,0.003942,0.092838
37,0.088442,0.003156,0.091670
38,0.072405,0.003136,0.075612
39,0.088782,0.003086,0.091950
40,0.078367,0.003071,0.081510
41,0.086513,0.003414,0.090019
42,0.087979,0.003026,0.091075
43,0.089317,0.003097,0.092485
44,0.092363,0.003427,0.095875
45,0.086022,0.003083,0.089170
46,0.086470,0.003051,0.089595
47,0.084514,0.002999,0.087585
48,0.081630,0.003057,0.084759
49,0.081507,0.002897,0.084471
50,0.082952,0.003099,0.086122
51,0.072161,0.003001,0.075232
52,0.084215,0.003287,0.087581
53,0.084136,0.003162,0.087371
54,0.085473,0.003009,0.088553
55,0.090268,0.003833,0.094197
56,0.091701,0.002992,0.094758
57,0.085518,0.002915,0.088500
58,0.073927,0.002914,0.076907
59,0.082160,0.003791,0.086031
60,0.085409,0.003029,0.088500
61,0.074685,0.002999,0.077751
62,0.083405,0.002935,0.086407
63,0.078848,0.003344,0.082270
64,0.081517,0.003740,0.085360
65,0.086751,0.002888,0.089706
66,0.081058,0.003035,0.084160
67,0.081469,0.002986,0.084519
68,0.082718,0.003025,0.085807
69,0.075552,0.003067,0.078697
70,0.070034,0.003160,0.073280
71,0.073811,0.003582,0.077466
72,0.070461,0.003739,0.074282
73,0.083066,0.004386,0.087555
74,0.076236,0.003024,0.079333
75,0.093011,0.003119,0.096203
76,0.086993,0.010132,0.097275
77,0.090251,0.003186,0.093537
78,0.091700,0.003343,0.095123
79,0.088469,0.003841,0.092399
80,0.085745,0.003642,0.089480
81,0.083270,0.003376,0.086730
82,0.090771,0.004444,0.095347
83,0.094806,0.002989,0.097871
84,0.099983,0.003094,0.103150
85,0.091155,0.003021,0.094246
86,0.107675,0.003891,0.111650
87,0.105927,0.003123,0.109123
88,0.099891,0.003331,0.103317
89,0.111527,0.003252,0.114869
90,0.090669,0.003798,0.094558
91,0.080973,0.002920,0.083960
92,0.108421,0.002982,0.111469
93,0.108384,0.002938,0.111390
94,0.090916,0.003106,0.094093
95,0.099854,0.004165,0.104120
96,0.106078,0.003654,0.109833
97,0.081153,0.002952,0.084175
98,0.089399,0.003071,0.092546
99,0.090364,0.003105,0.093545
100,0.088203,0.003014,0.091301
101,0.105659,0.003341,0.109079
102,0.096836,0.003160,0.100071
103,0.083611,0.003173,0.086862
104,0.084708,0.003069,0.087855
105,0.089060,0.003100,0.092236
106,0.088123,0.003054,0.091246
107,0.097686,0.003220,0.100992
108,0.106658,0.003451,0.110191
109,0.076075,0.003675,0.079850
110,0.091549,0.003048,0.094671
111,0.086966,0.003569,0.090617
112,0.095215,0.003936,0.099240
113,0.123667,0.003624,0.127374
114,0.094988,0.003121,0.098194
115,0.090003,0.003348,0.093442
116,0.086828,0.003179,0.090085
117,0.085519,0.002980,0.088571
118,0.083775,0.003035,0.086890
119,0.088569,0.003749,0.092415
120,0.108493,0.003103,0.111708
121,0.088486,0.003210,0.091781
122,0.087773,0.003132,0.090985
123,0.095660,0.003531,0.099279
124,0.080582,0.003867,0.084547
125,0.089770,0.003058,0.092899
126,0.092410,0.003048,0.095524
127,0.089951,0.003091,0.093112
128,0.085519,0.003583,0.089275
129,0.105060,0.003217,0.108351
130,0.093802,0.002991,0.096866
131,0.082109,0.004411,0.086639
132,0.088849,0.003028,0.091945
133,0.089520,0.002962,0.092549
134,0.090258,0.003085,0.093427
135,0.088320,0.004225,0.092662
136,0.095426,0.003039,0.098540
137,0.092591,0.002955,0.095609
138,0.088639,0.003194,0.091920
139,0.085582,0.004135,0.089811
140,0.084978,0.003043,0.088086
141,0.089511,0.002955,0.092530
142,0.073092,0.003064,0.076226
143,0.087236,0.003944,0.091270
144,0.092226,0.003460,0.095784
145,0.094289,0.003085,0.097470
146,0.096924,0.003051,0.100044
147,0.091050,0.003239,0.094376
148,0.091760,0.004036,0.095898
149,0.122443,0.003094,0.125618
150,0.095493,0.003113,0.098682
151,0.096679,0.003028,0.099781
152,0.093433,0.003929,0.097452
153,0.090255,0.003139,0.093473
154,0.094392,0.003499,0.098001
155,0.095620,0.003122,0.098817
156,0.086897,0.004128,0.091133
157,0.083573,0.003841,0.087526
158,0.106487,0.003757,0.110337
159,0.094362,0.003056,0.097488
160,0.101788,0.008325,0.110268
161,0.086326,0.002869,0.089275
162,0.081603,0.003686,0.085371
163,0.078347,0.003657,0.082092
164,0.080929,0.002913,0.083905
165,0.088154,0.002956,0.091173
166,0.070651,0.002973,0.073697
167,0.086173,0.003398,0.089649
168,0.084237,0.002900,0.087205
169,0.091776,0.003022,0.094865
170,0.086455,0.004246,0.090844
171,0.086862,0.003349,0.090299
172,0.085548,0.002999,0.088618
173,0.076517,0.003103,0.079705
174,0.091686,0.003167,0.094934
175,0.088417,0.004003,0.092512
176,0.095809,0.002919,0.098791
177,0.091426,0.002942,0.094438
178,0.085639,0.003706,0.089425
179,0.065953,0.003666,0.069734
180,0.075256,0.003067,0.078415
181,0.083530,0.003712,0.087319
182,0.082907,0.002974,0.085950
183,0.083990,0.002911,0.086972
184,0.083722,0.002942,0.086729
185,0.080654,0.002942,0.083664
186,0.082610,0.003523,0.086225
187,0.078559,0.002955,0.081587
188,0.080479,0.003041,0.083588
189,0.085160,0.003682,0.088918
190,0.084744,0.002911,0.087724
191,0.076789,0.003685,0.080555
192,0.093111,0.003130,0.096317
193,0.081932,0.003267,0.085288
194,0.085335,0.002847,0.088252
195,0.083055,0.002974,0.086096
196,0.082062,0.002926,0.085076
197,0.084495,0.002919,0.087489
198,0.082724,0.003116,0.085914
199,0.080704,0.002941,0.083714
200,0.082703,0.003881,0.086670
201,0.083665,0.003937,0.087694
202,0.093860,0.003515,0.097478
203,0.095385,0.003028,0.098477
204,0.085992,0.002906,0.088959
205,0.083598,0.004041,0.087720
206,0.082153,0.003082,0.085301
207,0.080630,0.003008,0.083707
208,0.085559,0.002981,0.088613
209,0.082694,0.002944,0.085705
210,0.081220,0.003518,0.084819
211,0.084569,0.003077,0.087714
212,0.084990,0.003283,0.088362
213,0.082744,0.003109,0.085932
214,0.079685,0.002897,0.082649
215,0.082667,0.003736,0.086483
216,0.081819,0.003036,0.084959
217,0.081469,0.002986,0.084525
218,0.069272,0.003325,0.072682
219,0.081901,0.003114,0.085084
220,0.083492,0.003048,0.086606
221,0.079041,0.002976,0.082085
222,0.080423,0.003037,0.083530
223,0.085391,0.003032,0.088490
224,0.085697,0.003753,0.089532
225,0.070793,0.003062,0.073930
226,0.074365,0.003290,0.077734
227,0.074625,0.003002,0.077690
228,0.080724,0.003229,0.084029
229,0.075980,0.003102,0.079153
230,0.082984,0.003150,0.086202
231,0.077396,0.003386,0.080866
232,0.081176,0.003239,0.084499
233,0.088442,0.003023,0.091536
234,0.081581,0.002994,0.084642
235,0.084367,0.003098,0.087535
236,0.079910,0.003375,0.083371
237,0.073039,0.002948,0.076055
238,0.080824,0.002956,0.083844
239,0.079770,0.002921,0.082753
240,0.080137,0.003713,0.083934
241,0.080292,0.003281,0.083648
242,0.078179,0.003827,0.082086
243,0.080914,0.003137,0.084124
244,0.080699,0.003754,0.084531
245,0.080071,0.003081,0.083221
246,0.083215,0.002938,0.086219
247,0.078088,0.002955,0.081109
248,0.083100,0.003186,0.086355
249,0.062813,0.003113,0.066004
250,0.078706,0.003059,0.081835
251,0.089696,0.003039,0.092805
252,0.079035,0.003147,0.082264
253,0.071089,0.003633,0.074800
254,0.082726,0.002964,0.085756
255,0.082962,0.003504,0.086555
256,0.082434,0.003845,0.086362
257,0.081849,0.002993,0.084910
258,0.082870,0.002992,0.085925
259,0.082776,0.003401,0.086261
260,0.083981,0.003115,0.087166
261,0.085294,0.003231,0.088612
262,0.070246,0.003417,0.073736
263,0.082576,0.003042,0.085683
264,0.081316,0.003151,0.084540
265,0.082103,0.002969,0.085141
266,0.086912,0.003118,0.090098
267,0.084659,0.002954,0.087679
268,0.086673,0.003052,0.089792
269,0.080240,0.003065,0.083369
270,0.081334,0.003306,0.084718
271,0.078859,0.003271,0.082221
272,0.087415,0.003222,0.090716
273,0.081520,0.002969,0.084551
274,0.082280,0.003068,0.085420
275,0.086324,0.003847,0.090256
276,0.085516,0.003533,0.089142
277,0.092164,0.002985,0.095217
278,0.092445,0.003786,0.096313
279,0.072180,0.004237,0.076511
280,0.089178,0.003266,0.092550
281,0.085474,0.003038,0.088587
282,0.088156,0.003137,0.091374
283,0.063930,0.003117,0.067130
284,0.076414,0.003559,0.080051
285,0.088830,0.003026,0.091922
286,0.084667,0.002923,0.087654
287,0.089647,0.003030,0.092741
288,0.071742,0.003631,0.075486
289,0.092253,0.003001,0.095331
290,0.097476,0.002943,0.100485
291,0.086782,0.002997,0.089845
292,0.069625,0.003005,0.072698
293,0.073768,0.002949,0.076786
294,0.074657,0.003057,0.077783
295,0.090261,0.003401,0.093743
296,0.081519,0.003758,0.085354
297,0.081511,0.003261,0.084848
298,0.088333,0.003172,0.091580
299,0.088395,0.003192,0.091675
300,0.082030,0.002902,0.084996
301,0.082708,0.004043,0.086849
302,0.081450,0.003003,0.084523
303,0.072624,0.003023,0.075716
304,0.082883,0.003063,0.086019
305,0.089086,0.003114,0.092273
306,0.077557,0.003977,0.081621
307,0.085158,0.003604,0.088911
308,0.080986,0.003388,0.084477
309,0.097004,0.003275,0.100357
310,0.089595,0.003002,0.092663
311,0.085430,0.003472,0.088975
312,0.087610,0.003029,0.090706
313,0.085562,0.002969,0.088602
314,0.084055,0.003089,0.087212
315,0.080176,0.002934,0.083175
316,0.068657,0.002964,0.071684
317,0.080748,0.002924,0.083737
318,0.087005,0.003019,0.090098
319,0.089667,0.003763,0.093514
320,0.084726,0.002987,0.087780
321,0.083941,0.003012,0.087020
322,0.078009,0.002960,0.081035
323,0.082733,0.003288,0.086130
324,0.099501,0.002936,0.102514
325,0.080762,0.003006,0.083838
326,0.078214,0.003486,0.081789
327,0.072939,0.003780,0.076794
328,0.082625,0.003125,0.085828
329,0.075797,0.003032,0.078895
330,0.084692,0.003546,0.088326
331,0.073270,0.002976,0.076313
332,0.081472,0.003075,0.084628
333,0.070576,0.003029,0.073669
334,0.083034,0.003424,0.086532
335,0.085446,0.003184,0.088704
336,0.084429,0.003020,0.087516
337,0.085336,0.002935,0.088335
338,0.070894,0.003083,0.074047
339,0.075015,0.002998,0.078081
340,0.079978,0.004087,0.084155
341,0.082829,0.002952,0.085847
342,0.077154,0.003158,0.080390
343,0.072366,0.003065,0.075500
344,0.084673,0.003693,0.088445
345,0.081755,0.003078,0.084899
346,0.071941,0.003651,0.075675
347,0.081444,0.003019,0.084529
348,0.086521,0.003142,0.089736
349,0.087677,0.003113,0.090858
350,0.081255,0.003880,0.085274
351,0.081510,0.003037,0.084618
352,0.081618,0.004173,0.085875
353,0.085301,0.003641,0.089029
354,0.074194,0.002950,0.077209
355,0.080614,0.003100,0.083785
356,0.083098,0.002971,0.086136
357,0.085265,0.003035,0.088367
358,0.075596,0.003299,0.078994
359,0.086159,0.002987,0.089218
360,0.085818,0.003109,0.089001
361,0.072943,0.002993,0.076003
362,0.083730,0.003064,0.086861
363,0.081684,0.002997,0.084778
364,0.080850,0.003103,0.084025
365,0.083816,0.002948,0.086830
366,0.072875,0.002994,0.075936
367,0.081216,0.003094,0.084384
368,0.069766,0.003871,0.073720
369,0.091024,0.002975,0.094072
370,0.090166,0.003031,0.093263
371,0.085147,0.003047,0.088261
372,0.089972,0.003700,0.093749
373,0.087491,0.003120,0.090685
374,0.074382,0.004590,0.079079
375,0.078041,0.002947,0.081064
376,0.084900,0.003008,0.087973
377,0.082157,0.003353,0.085592
378,0.083405,0.002999,0.086467
379,0.077325,0.003755,0.081151
380,0.075238,0.003728,0.079049
381,0.079431,0.002921,0.082413
382,0.082582,0.003029,0.085675
383,0.078067,0.002979,0.081109
384,0.075455,0.002893,0.078411
385,0.078372,0.002985,0.081419
386,0.077043,0.003073,0.080181
387,0.082301,0.003575,0.085955
388,0.081738,0.002960,0.084764
389,0.070569,0.003131,0.073774
390,0.078334,0.003193,0.081607
391,0.070999,0.002969,0.074034
392,0.068721,0.003175,0.071973
393,0.083775,0.003554,0.087418
394,0.096307,0.003116,0.099499
395,0.072805,0.002945,0.075813
396,0.090875,0.003855,0.094813
397,0.087483,0.003033,0.090584
398,0.085851,0.003448,0.089389
399,0.087127,0.003042,0.090241
400,0.087743,0.003793,0.091617
401,0.082400,0.003928,0.086422
402,0.088491,0.003083,0.091653
403,0.079557,0.003067,0.082695
404,0.074907,0.004196,0.079208
405,0.074278,0.003239,0.077590
406,0.081076,0.003007,0.084148
407,0.080593,0.003178,0.083844
408,0.069885,0.002947,0.072907
409,0.084051,0.003183,0.087304
410,0.094228,0.003772,0.098082
411,0.081074,0.003079,0.084241
412,0.084030,0.003027,0.087131
413,0.077315,0.003114,0.080498
414,0.089084,0.003128,0.092283
415,0.078072,0.003019,0.081160
416,0.069084,0.003026,0.072180
417,0.070382,0.003033,0.073481
418,0.080539,0.003326,0.083945
419,0.084987,0.003070,0.088125
420,0.083283,0.003242,0.086609
421,0.075497,0.003090,0.078657
422,0.084140,0.003542,0.087778
423,0.092503,0.003013,0.095579
424,0.094077,0.002952,0.097095
425,0.081958,0.003140,0.085190
426,0.080112,0.003078,0.083256
427,0.086864,0.003063,0.089995
428,0.081916,0.003314,0.085307
429,0.083311,0.003329,0.086736
430,0.086785,0.003827,0.090696
431,0.085338,0.003080,0.088491
432,0.089326,0.002986,0.092380
433,0.082816,0.003002,0.085893
434,0.072280,0.002938,0.075284
435,0.084060,0.002975,0.087101
436,0.074194,0.003071,0.077333
437,0.066678,0.003167,0.069941
438,0.065478,0.003098,0.068650
439,0.081464,0.003139,0.084687
440,0.083562,0.003076,0.086708
441,0.070187,0.003638,0.073916
442,0.085617,0.003057,0.088741
443,0.082143,0.002940,0.085151
444,0.075824,0.003024,0.078913
445,0.085944,0.003964,0.090034
446,0.070173,0.003804,0.074068
447,0.078461,0.003097,0.081632
448,0.084266,0.002998,0.087331
449,0.068981,0.003660,0.072735
450,0.084448,0.003068,0.087586
451,0.084192,0.003023,0.087285
452,0.078160,0.003802,0.082042
453,0.082543,0.003291,0.085910
454,0.085764,0.003822,0.089670
455,0.083900,0.002974,0.086942
456,0.081474,0.003063,0.084604
457,0.081008,0.002904,0.083979
458,0.085476,0.003794,0.089346
